feature,standardized_coefficient,abs_coefficient
price_lag_24h,68.784493988213,68.784493988213
price_lag_168h,13.106277159214203,13.106277159214203
load_forecast_mw,11.435703273447764,11.435703273447764
price_rolling_mean_24h,-10.314288020652219,10.314288020652219
price_rolling_mean_168h,10.183064886175924,10.183064886175924
price_lag_48h,9.16612174413525,9.16612174413525
weekend,-8.399262093407721,8.399262093407721
dow_cos,7.322412404428008,7.322412404428008
price_rolling_vol_24h,5.313636504152729,5.313636504152729
price_rolling_vol_168h,5.269573868996328,5.269573868996328
hour_cos,4.949170609135146,4.949170609135146
month_cos,-4.368478799899236,4.368478799899236
dow_sin,-3.6976256097888904,3.6976256097888904
weekend_hour_cos,3.586837356866469,3.586837356866469
hour_sin,3.3406092998194774,3.3406092998194774
month_sin,-2.1580883871531746,2.1580883871531746
weekend_hour_sin,-1.6099365114852389,1.6099365114852389
post_15min_mtu,0.0,0.0
